response_id,call_timestamp,calling_source,matched_spot_time,matched_end_time,matched_tfn,station,creative,impressions,attribution_window,attribution_status,weight
3343,2024-07-01 12:14:51,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3344,2024-07-01 14:23:43,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3345,2024-07-01 14:03:02,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3346,2024-07-01 14:07:52,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3347,2024-07-01 14:02:10,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3348,2024-07-01 14:17:09,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3348,2024-07-01 14:17:09,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3349,2024-07-01 14:17:55,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3349,2024-07-01 14:17:55,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3350,2024-07-01 14:24:10,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3351,2024-07-01 14:17:48,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3351,2024-07-01 14:17:48,833-231-6757,2024-07-01 14:17:09,2024-07-01 14:47:09,833-231-6757,Station C,Creative 2,765.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3352,2024-07-01 13:17:30,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3353,2024-07-01 13:05:28,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3354,2024-07-01 12:55:00,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3355,2024-07-01 12:59:38,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3356,2024-07-01 14:02:10,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3357,2024-07-01 14:24:10,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3358,2024-07-01 13:30:39,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3359,2024-07-01 12:45:11,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3360,2024-07-01 13:47:09,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3361,2024-07-01 14:51:58,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3362,2024-07-01 13:03:55,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3363,2024-07-01 12:24:17,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3364,2024-07-01 13:17:30,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3365,2024-07-01 13:05:28,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3366,2024-07-01 14:03:02,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3367,2024-07-01 14:07:52,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3368,2024-07-01 14:23:43,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3369,2024-07-01 12:59:38,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3370,2024-07-01 12:55:00,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3371,2024-07-01 14:56:03,888-384-8828,2024-07-01 14:56:03,2024-07-01 15:26:03,888-384-8828,Station B,Creative 3,238.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3371,2024-07-01 14:56:03,888-384-8828,2024-07-01 14:56:03,2024-07-01 15:26:03,888-384-8828,Station B,Creative 3,238.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3372,2024-07-01 13:05:36,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3373,2024-07-01 12:44:03,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3374,2024-07-01 12:56:03,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3375,2024-07-01 09:11:06,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3375,2024-07-01 09:11:06,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3376,2024-07-01 11:46:01,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3377,2024-07-01 11:34:31,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3378,2024-07-01 10:55:58,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3379,2024-07-01 11:31:40,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3380,2024-07-01 11:37:11,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3381,2024-07-01 12:04:49,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3382,2024-07-01 11:21:46,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3383,2024-07-01 10:15:20,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3384,2024-07-01 10:19:29,844-236-4012,2024-07-01 10:19:29,2024-07-01 10:49:29,844-236-4012,Station A,Creative 3,462.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3384,2024-07-01 10:19:29,844-236-4012,2024-07-01 10:19:29,2024-07-01 10:49:29,844-236-4012,Station A,Creative 3,462.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3385,2024-07-01 09:28:44,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3385,2024-07-01 09:28:44,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3386,2024-07-01 11:52:43,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3387,2024-07-01 12:14:51,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3388,2024-07-01 11:54:09,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3389,2024-07-01 10:15:20,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3390,2024-07-01 11:37:34,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3391,2024-07-01 11:46:01,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3392,2024-07-01 12:13:12,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3393,2024-07-01 11:53:32,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3394,2024-07-01 12:15:07,866-944-0767,2024-07-01 12:15:07,2024-07-01 12:45:07,866-944-0767,Station B,Creative 2,736.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3394,2024-07-01 12:15:07,866-944-0767,2024-07-01 12:15:07,2024-07-01 12:45:07,866-944-0767,Station B,Creative 2,736.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3395,2024-07-01 09:33:38,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3395,2024-07-01 09:33:38,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3396,2024-07-01 11:38:11,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3397,2024-07-01 09:24:14,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3397,2024-07-01 09:24:14,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3398,2024-07-01 09:41:50,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3398,2024-07-01 09:41:50,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3399,2024-07-01 09:34:23,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3399,2024-07-01 09:34:23,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3400,2024-07-01 09:28:44,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3400,2024-07-01 09:28:44,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3401,2024-07-01 10:06:48,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3402,2024-07-01 09:41:50,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3402,2024-07-01 09:41:50,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3403,2024-07-01 09:47:35,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3403,2024-07-01 09:47:35,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3404,2024-07-01 11:09:25,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3405,2024-07-01 10:30:43,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3406,2024-07-01 09:33:38,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3406,2024-07-01 09:33:38,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3407,2024-07-01 09:11:06,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3407,2024-07-01 09:11:06,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3408,2024-07-01 09:24:14,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3408,2024-07-01 09:24:14,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3409,2024-07-01 09:34:23,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3409,2024-07-01 09:34:23,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3410,2024-07-01 10:06:48,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3411,2024-07-01 11:53:32,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3412,2024-07-01 10:30:43,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3413,2024-07-01 10:55:58,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3414,2024-07-01 11:31:40,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3415,2024-07-01 11:34:31,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3416,2024-07-01 11:07:34,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3417,2024-07-01 11:10:36,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3418,2024-07-01 11:37:11,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3419,2024-07-01 11:21:46,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3420,2024-07-01 12:04:49,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3421,2024-07-01 11:59:21,855-972-1456,2024-07-01 11:59:21,2024-07-01 12:29:21,855-972-1456,Station B,Creative 3,935.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3421,2024-07-01 11:59:21,855-972-1456,2024-07-01 11:59:21,2024-07-01 12:29:21,855-972-1456,Station B,Creative 3,935.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3422,2024-07-01 12:13:12,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3423,2024-07-01 11:37:34,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3424,2024-07-01 09:47:35,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3424,2024-07-01 09:47:35,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3425,2024-07-01 11:28:34,877-894-6460,2024-07-01 11:28:34,2024-07-01 11:58:34,877-894-6460,Station B,Creative 3,210.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3425,2024-07-01 11:28:34,877-894-6460,2024-07-01 11:28:34,2024-07-01 11:58:34,877-894-6460,Station B,Creative 3,210.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3426,2024-07-01 13:03:55,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3427,2024-07-01 13:39:21,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3428,2024-07-01 12:44:03,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3429,2024-07-01 12:56:03,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3430,2024-07-01 13:05:36,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3431,2024-07-01 13:30:39,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3432,2024-07-01 13:36:10,855-831-5261,2024-07-01 13:36:10,2024-07-01 14:06:10,855-831-5261,Station C,Creative 1,453.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3432,2024-07-01 13:36:10,855-831-5261,2024-07-01 13:36:10,2024-07-01 14:06:10,855-831-5261,Station C,Creative 1,453.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3433,2024-07-01 12:45:11,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3434,2024-07-01 11:38:11,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3435,2024-07-01 11:54:09,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3436,2024-07-01 11:52:43,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3437,2024-07-01 12:24:17,855-671-5284,2024-07-01 09:33:38,2024-07-01 10:03:38,855-671-5284,Station A,Creative 2,835.0,30 minutes,Attributed (TFN only),
3438,2024-07-01 14:51:58,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3439,2024-07-01 13:47:09,866-923-0740,2024-07-01 09:11:06,2024-07-01 10:11:06,866-923-0740,Station A,Creative 2,379.0,60 minutes,Attributed (TFN only),
3440,2024-07-01 18:56:42,800-895-9810,2024-07-01 18:56:42,2024-07-01 19:26:42,800-895-9810,Station B,Creative 2,186.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3440,2024-07-01 18:56:42,800-895-9810,2024-07-01 18:56:42,2024-07-01 19:26:42,800-895-9810,Station B,Creative 2,186.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3441,2024-07-01 21:11:56,800-978-4778,2024-07-01 21:11:56,2024-07-01 22:11:56,800-978-4778,Station B,Creative 1,292.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3441,2024-07-01 21:11:56,800-978-4778,2024-07-01 21:11:56,2024-07-01 22:11:56,800-978-4778,Station B,Creative 1,292.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3442,2024-07-01 14:53:34,800-471-1687,2024-07-01 14:53:34,2024-07-01 15:23:34,800-471-1687,Station C,Creative 2,169.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3442,2024-07-01 14:53:34,800-471-1687,2024-07-01 14:53:34,2024-07-01 15:23:34,800-471-1687,Station C,Creative 2,169.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3443,2024-07-01 15:36:06,800-450-1374,2024-07-01 15:36:06,2024-07-01 16:06:06,800-450-1374,Station B,Creative 2,995.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3443,2024-07-01 15:36:06,800-450-1374,2024-07-01 15:36:06,2024-07-01 16:06:06,800-450-1374,Station B,Creative 2,995.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3444,2024-07-01 15:40:28,800-478-6144,2024-07-01 15:40:28,2024-07-01 16:10:28,800-478-6144,Station B,Creative 3,635.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3444,2024-07-01 15:40:28,800-478-6144,2024-07-01 15:40:28,2024-07-01 16:10:28,800-478-6144,Station B,Creative 3,635.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3445,2024-07-01 15:28:54,800-410-7152,2024-07-01 12:10:17,2024-07-01 12:40:17,800-410-7152,Station C,Creative 1,562.0,30 minutes,Attributed (TFN only),
3446,2024-07-01 15:24:55,800-758-1102,2024-07-01 13:38:40,2024-07-01 14:38:40,800-758-1102,Station C,Creative 1,289.0,60 minutes,Attributed (TFN only),
3447,2024-07-01 15:03:02,800-810-7152,2024-07-01 14:08:41,2024-07-01 14:38:41,800-810-7152,Station C,Creative 3,817.0,30 minutes,Attributed (TFN only),
3448,2024-07-01 14:47:44,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3448,2024-07-01 14:47:44,800-671-7307,2024-07-01 14:46:36,2024-07-01 15:16:36,800-671-7307,Station C,Creative 1,131.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3449,2024-07-01 15:29:31,800-931-1283,2024-07-01 12:33:02,2024-07-01 13:03:02,800-931-1283,Station B,Creative 2,442.0,30 minutes,Attributed (TFN only),
3450,2024-07-01 15:40:57,800-491-3640,2024-07-01 15:40:20,2024-07-01 16:10:20,800-491-3640,Station C,Creative 1,320.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3450,2024-07-01 15:40:57,800-491-3640,2024-07-01 15:40:20,2024-07-01 16:10:20,800-491-3640,Station C,Creative 1,320.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3451,2024-07-01 15:36:41,800-264-6201,2024-07-01 08:11:18,2024-07-01 09:11:18,800-264-6201,Station B,Creative 3,112.0,60 minutes,Attributed (TFN only),
3452,2024-07-01 14:44:01,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3453,2024-07-01 15:17:52,800-518-4013,2024-07-01 12:22:06,2024-07-01 13:22:06,800-518-4013,Station C,Creative 2,282.0,60 minutes,Attributed (TFN only),
3454,2024-07-01 15:29:11,800-931-1283,2024-07-01 12:33:02,2024-07-01 13:03:02,800-931-1283,Station B,Creative 2,442.0,30 minutes,Attributed (TFN only),
3455,2024-07-01 15:29:33,800-511-3862,2024-07-01 09:53:24,2024-07-01 10:23:24,800-511-3862,Station A,Creative 3,216.0,30 minutes,Attributed (TFN only),
3456,2024-07-01 15:44:46,800-881-0813,2024-07-01 15:44:46,2024-07-01 16:44:46,800-881-0813,Station A,Creative 1,278.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3456,2024-07-01 15:44:46,800-881-0813,2024-07-01 15:44:46,2024-07-01 16:44:46,800-881-0813,Station A,Creative 1,278.0,60 minutes,Attributed (TFN + Time Window + Weights),20.0
3457,2024-07-01 15:43:21,800-518-4013,2024-07-01 12:22:06,2024-07-01 13:22:06,800-518-4013,Station C,Creative 2,282.0,60 minutes,Attributed (TFN only),
3458,2024-07-01 15:36:11,800-264-6201,2024-07-01 08:11:18,2024-07-01 09:11:18,800-264-6201,Station B,Creative 3,112.0,60 minutes,Attributed (TFN only),
3459,2024-07-01 15:40:20,800-491-3640,2024-07-01 15:40:20,2024-07-01 16:10:20,800-491-3640,Station C,Creative 1,320.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3459,2024-07-01 15:40:20,800-491-3640,2024-07-01 15:40:20,2024-07-01 16:10:20,800-491-3640,Station C,Creative 1,320.0,30 minutes,Attributed (TFN + Time Window + Weights),30.0
3460,2024-07-01 12:45:00,800-710-0493,2024-07-01 09:16:00,2024-07-01 09:46:00,800-710-0493,Station B,Creative 3,358.0,30 minutes,Attributed (TFN only),
3461,2024-07-01 15:28:41,800-511-3862,2024-07-01 09:53:24,2024-07-01 10:23:24,800-511-3862,Station A,Creative 3,216.0,30 minutes,Attributed (TFN only),
3462,2024-07-01 15:36:09,800-264-6201,2024-07-01 08:11:18,2024-07-01 09:11:18,800-264-6201,Station B,Creative 3,112.0,60 minutes,Attributed (TFN only),
